,younger,older,all
7Networks_LH_SalVentAttn_Med_3,0.09120999818308775,0.12235727997507852,0.07078706906905304
7Networks_LH_Limbic_OFC_1,0.12903582660364887,0.20143943067272907,0.2136158653369275
7Networks_LH_Limbic_TempPole_1,0.1853975856202618,0.6640348993273409,0.5185795573221379
7Networks_LH_Limbic_TempPole_2,0.2602019395250984,0.31047707311110223,0.3294260033887858
7Networks_LH_Cont_Par_1,0.21038495971350923,0.23455481784674553,0.2043516854108578
7Networks_LH_Cont_PFCl_1,0.5589240659090288,0.5637299644222868,0.5503047980106168
7Networks_LH_Cont_pCun_1,0.42777545448045745,0.37967535651069506,0.5114019005483207
7Networks_LH_Cont_Cing_1,0.5180033785615612,0.6826668379943641,0.5905516914416704
7Networks_LH_Default_Temp_1,0.26531300472581304,0.41611591290142297,0.46903123501221594
7Networks_LH_Default_Temp_2,0.48823294361416847,0.2103516021166577,0.3902843615519177
7Networks_LH_Default_Par_1,0.06851949877761647,0.3119838188022381,0.2885113945918443
7Networks_LH_Default_Par_2,0.1408103533972292,0.2813076414426832,0.25162163816966865
7Networks_LH_Default_PFC_1,0.47588657336810314,0.5832184954203703,0.4929199988939509
7Networks_LH_Default_PFC_2,0.30115438418508994,0.6750474579530688,0.6092552925257152
7Networks_LH_Default_PFC_3,0.5155341878385477,0.5587793660144482,0.570893894978431
7Networks_LH_Default_PFC_4,0.6217602461373831,0.6727091063277159,0.6864694951668895
7Networks_LH_Default_PFC_5,0.4558572989208345,0.41829348107159786,0.5354772987936233
7Networks_LH_Default_PFC_6,0.5854479271613087,0.47102012842778407,0.5430107246103917
7Networks_LH_Default_PFC_7,0.47856104923916265,0.5866456289041567,0.5306805761528559
7Networks_LH_Default_pCunPCC_1,0.4837117748951005,0.4134962499760253,0.4388550953362501
7Networks_LH_Default_pCunPCC_2,0.5154480386709533,0.6393891708093778,0.5817081585601738
7Networks_RH_Vis_1,0.3959279103477711,0.23952573007998854,0.30321915183509923
7Networks_RH_Vis_2,0.5774687334015662,0.3264267291358595,0.46209314151659364
7Networks_RH_Vis_3,0.3544856190524457,0.4605548487585138,0.38011077061103404
7Networks_RH_Vis_4,0.33312061138052224,0.4893861311143741,0.4122102868435725
7Networks_RH_Vis_5,0.6360024755241036,0.8036661946534501,0.7427682934646643
7Networks_RH_Vis_6,0.515591493530457,0.6235921717828321,0.5589917532510611
7Networks_RH_Vis_7,0.24304545798508478,0.3807992179023339,0.324450003510711
7Networks_RH_Vis_8,0.4710658798879197,0.6104883987357926,0.5379057231581226
7Networks_RH_SomMot_1,0.5512915223428821,0.4986644480448544,0.47039281838824215
7Networks_RH_SomMot_2,0.5321327715519779,0.46927477356929354,0.45302702663204464
7Networks_RH_SomMot_3,0.20866274514143812,0.3044928073533327,0.2677414949432176
7Networks_RH_SomMot_4,0.37078674991617055,0.30947982340322905,0.4203587182438025
7Networks_RH_SomMot_5,0.7764828115305189,0.579568169876634,0.6887151121814514
7Networks_RH_SomMot_6,0.5853641427952148,0.6239101627064847,0.6186587588027568
7Networks_RH_SomMot_7,0.5159575504855114,0.23836827540537156,0.49939685625448565
7Networks_RH_SomMot_8,0.29379774669389336,0.5703539772937039,0.5173167343404294
7Networks_RH_DorsAttn_Post_1,0.3152704415550378,0.41437834648055727,0.42187463100138994
7Networks_RH_DorsAttn_Post_2,0.6125103657861318,0.45294516101500853,0.5724613674847991
7Networks_RH_DorsAttn_Post_3,0.6301290060762071,0.44160286733277343,0.5381963441399338
7Networks_RH_DorsAttn_Post_4,0.3678306262951737,0.5465297471673699,0.4456189447748372
7Networks_RH_DorsAttn_Post_5,0.5349109532092573,0.2206416504713027,0.3644793283630416
7Networks_RH_DorsAttn_PrCv_1,0.6067128737516196,0.5024532114852497,0.6670534957299372
7Networks_RH_DorsAttn_FEF_1,0.610086050125582,0.5208887109420568,0.556730164559822
7Networks_RH_SalVentAttn_TempOccPar_1,0.46190221809924087,0.5160328088094135,0.47383191974787214
7Networks_RH_SalVentAttn_TempOccPar_2,0.2941951183692987,0.4148164526321987,0.44051427745698707
7Networks_RH_SalVentAttn_FrOperIns_1,0.5329995693774644,0.6288330751454515,0.5131596841778481
7Networks_RH_SalVentAttn_Med_1,0.6616172863169323,0.5767748747780046,0.6049110140155487
7Networks_RH_SalVentAttn_Med_2,0.1867288414021206,0.65469749710303,0.46886469202689585
