,t,r,p,p_fdr,N
7Networks_LH_Vis_1,-1.8731287893565942,-0.13291453154778027,0.0625624579864471,0.16649524046749842,198.0
7Networks_LH_Vis_2,1.3843224838192398,0.09899311364030353,0.16786656034193928,0.3215890433923305,197.0
7Networks_LH_Vis_3,-1.956954804612798,-0.13959598835497847,0.051810189676764914,0.1439171935465692,196.0
7Networks_LH_Vis_4,-0.708921998022683,-0.05109969658903754,0.47923727720649234,0.6404190607971622,196.0
7Networks_LH_Vis_5,-0.8175577418032861,-0.05851581113883804,0.4146178971952428,0.6097322017577099,198.0
7Networks_LH_Vis_6,0.4068690810547404,0.029249385725007057,0.6845573447967086,0.7959969125543124,197.0
7Networks_LH_Vis_7,-1.9590050977727933,-0.1399166618389774,0.05156772825173044,0.1439171935465692,196.0
7Networks_LH_Vis_8,-0.9421446712437351,-0.06778515507222604,0.347308691781989,0.5183711817641626,196.0
7Networks_LH_Vis_9,-2.6622789965095754,-0.18800760207752773,0.008419524823940016,0.04376197902417169,197.0
7Networks_LH_SomMot_1,0.3138153153568583,0.022483389936538114,0.7540002329881946,0.8471912730204434,198.0
7Networks_LH_SomMot_2,1.5151838307768235,0.10886348158327486,0.13138769737025596,0.29185794947725957,195.0
7Networks_LH_SomMot_3,0.9888159575328918,0.07093424415312667,0.32399767533579316,0.5028486890461965,197.0
7Networks_LH_SomMot_4,-0.5752765546226802,-0.04131388975669356,0.565777831500706,0.6984911500008716,197.0
7Networks_LH_SomMot_5,-1.373681462938477,-0.09938592056269875,0.1711763682146978,0.3215890433923305,193.0
7Networks_LH_SomMot_6,-2.1965800363599906,-0.15553974103225077,0.02924158355173037,0.0913799485991574,198.0
7Networks_LH_DorsAttn_Post_1,-1.1944894086689883,-0.08588338810714942,0.2337756034088139,0.3938179699115762,195.0
7Networks_LH_DorsAttn_Post_2,0.269672524421429,0.019436402028685032,0.7877033235524346,0.8656080478598182,196.0
7Networks_LH_DorsAttn_Post_3,0.08708268483870021,0.006233243774905835,0.9306960712276093,0.9358217245993283,198.0
7Networks_LH_DorsAttn_Post_4,-0.6704113760531079,-0.04815314141629898,0.5034011669683507,0.6537677493095463,197.0
7Networks_LH_DorsAttn_Post_5,-4.864158429208595,-0.32762539751923747,2.3632508914004303e-06,7.877502971334769e-05,200.0
7Networks_LH_DorsAttn_Post_6,-1.1880257488242354,-0.08490931578339231,0.2362907819469457,0.3938179699115762,197.0
7Networks_LH_DorsAttn_PrCv_1,-0.32855838452636665,-0.02350619462720639,0.7428438830844797,0.8441407762323633,199.0
7Networks_LH_DorsAttn_FEF_1,0.7342974604800425,0.052656682664570346,0.4636586341708141,0.635148813932622,198.0
7Networks_LH_SalVentAttn_ParOper_1,-1.3682386776560822,-0.09811242116801588,0.17284476148494998,0.3215890433923305,196.0
7Networks_LH_SalVentAttn_FrOperIns_1,0.6509806936148768,0.0465935980432771,0.5158332411803632,0.6613246681799528,198.0
7Networks_LH_SalVentAttn_FrOperIns_2,-0.1523988906192259,-0.010982073950799226,0.8790331985487522,0.9030843032629412,196.0
7Networks_LH_SalVentAttn_PFCl_1,-0.6743344627445502,-0.04828685612876118,0.5009056000700165,0.6537677493095463,198.0
7Networks_LH_SalVentAttn_Med_1,-1.497264908642543,-0.10695793972065516,0.1359664710522341,0.29185794947725957,197.0
7Networks_LH_SalVentAttn_Med_2,0.2108217575121578,0.015082923110338695,0.8332476377221338,0.8864336571512063,199.0
7Networks_LH_SalVentAttn_Med_3,-0.7761895677757861,-0.055659015814601795,0.43859215892358405,0.6177354351036396,197.0
7Networks_LH_Limbic_OFC_1,-2.4823184818103985,-0.17522698074182905,0.013906832700956611,0.055627330803826446,198.0
7Networks_LH_Limbic_TempPole_1,-2.5768855614048856,-0.18293230342590544,0.010727961790949496,0.048763462686134074,195.0
7Networks_LH_Limbic_TempPole_2,-1.3655868356022811,-0.09739343383316885,0.17365808343185848,0.3215890433923305,198.0
7Networks_LH_Cont_Par_1,-3.4749592824828466,-0.24104598129535895,0.0006302518444941452,0.005729562222674046,199.0
7Networks_LH_Cont_PFCl_1,-0.9965262422339536,-0.07127582467782337,0.32024227870320104,0.5028486890461965,198.0
7Networks_LH_Cont_pCun_1,-5.035972258341721,-0.3387321162402251,1.0832185080871526e-06,5.4160925404357625e-05,199.0
7Networks_LH_Cont_Cing_1,-2.10520105589317,-0.14940527432649664,0.036567609804995696,0.11081093880301726,198.0
7Networks_LH_Default_Temp_1,-1.7058433982041525,-0.12198668286843424,0.08966278062858643,0.21868970885021083,196.0
7Networks_LH_Default_Temp_2,0.08062697911336207,0.005768899098294703,0.9358217245993283,0.9358217245993283,199.0
7Networks_LH_Default_Par_1,-2.4167119116381524,-0.16984540325672004,0.016582424357425338,0.059222944133661914,200.0
7Networks_LH_Default_Par_2,-2.4325737059552286,-0.17092743491229115,0.015894426910169315,0.059222944133661914,200.0
7Networks_LH_Default_PFC_1,-0.47572546456618964,-0.034089966856619754,0.6348079928540424,0.7557238010167172,198.0
7Networks_LH_Default_PFC_2,-1.447147309635748,-0.10321364989014446,0.1494779513389415,0.298955902677883,198.0
7Networks_LH_Default_PFC_3,-1.4911433000893684,-0.10602082895429663,0.13754807796489815,0.29185794947725957,199.0
7Networks_LH_Default_PFC_4,-0.9500071836730732,-0.0681102065925265,0.3433028898986442,0.5183711817641626,197.0
7Networks_LH_Default_PFC_5,-0.7468266719253026,-0.05378698185380734,0.4560865181174515,0.6334534973853493,196.0
7Networks_LH_Default_PFC_6,-1.4520975037466264,-0.10420464780922868,0.1481151827497757,0.298955902677883,196.0
7Networks_LH_Default_PFC_7,-2.6477136848959817,-0.18825286256604448,0.008784539258936668,0.04376197902417169,195.0
7Networks_LH_Default_pCunPCC_1,-2.8709133097641955,-0.2020120491537917,0.004554781591372362,0.02846738494607726,196.0
7Networks_LH_Default_pCunPCC_2,-2.534787856318064,-0.1795631320122952,0.012053597353854003,0.05240694501675653,196.0
7Networks_RH_Vis_1,0.2961619792390991,0.021230571958130648,0.7674248153121898,0.8526942392357664,198.0
7Networks_RH_Vis_2,-0.45573658883993673,-0.03272254584142703,0.6490944126744448,0.7636404854993468,197.0
7Networks_RH_Vis_3,0.5095877280350217,0.03680663669078667,0.6109348184017445,0.736066046267162,194.0
7Networks_RH_Vis_4,0.222839013051229,0.016070229749506768,0.8238989288091916,0.88591282667655,196.0
7Networks_RH_Vis_5,1.1389201270674436,0.08204912754909108,0.2561703934577821,0.4199514646848887,195.0
7Networks_RH_Vis_6,0.15483981455770546,0.011105378406236087,0.8771094105442636,0.9030843032629412,198.0
7Networks_RH_Vis_7,-1.2029783093535231,-0.08638909790069534,0.23047375867835768,0.3938179699115762,196.0
7Networks_RH_Vis_8,-0.7072057915823289,-0.05134887247780464,0.48031429559787164,0.6404190607971622,193.0
7Networks_RH_SomMot_1,-2.6903864446810974,-0.18991738344595918,0.007765998035956152,0.04348243547893677,197.0
7Networks_RH_SomMot_2,0.5301876504253787,0.03849221790693851,0.5966074738923459,0.727570090112617,193.0
7Networks_RH_SomMot_3,0.5930007890923257,0.04284461908536118,0.5538858001750464,0.692357250218808,195.0
7Networks_RH_SomMot_4,-0.7863120380989361,-0.05642213670464638,0.43265409367334606,0.6177354351036396,197.0
7Networks_RH_SomMot_5,-1.2996243972693062,-0.09409151388324674,0.19532955997402565,0.3551446544982284,192.0
7Networks_RH_SomMot_6,0.383836232379125,0.027733522871943805,0.7015290168836499,0.8063551918202873,195.0
7Networks_RH_SomMot_7,-2.2800642422368558,-0.16141780733368022,0.023702841652112745,0.08173393673142326,197.0
7Networks_RH_SomMot_8,1.203192273438834,0.0862355789309598,0.23039116324078981,0.3938179699115762,196.0
7Networks_RH_DorsAttn_Post_1,-4.074113398807075,-0.2796727727716442,6.728569030696687e-05,0.0009612241472423838,199.0
7Networks_RH_DorsAttn_Post_2,0.7905169849669628,0.05660740439927956,0.4302012326088851,0.6177354351036396,197.0
7Networks_RH_DorsAttn_Post_3,-3.9941946151879826,-0.2749075145996232,9.209127850415735e-05,0.001151140981301967,199.0
7Networks_RH_DorsAttn_Post_4,-3.1901168158334787,-0.2224537108023199,0.0016599361094393563,0.012768739303379663,198.0
7Networks_RH_DorsAttn_Post_5,-0.22285316695240412,-0.015992259086464122,0.8238866889218672,0.88591282667655,197.0
7Networks_RH_DorsAttn_PrCv_1,-1.4964965780989736,-0.10726642471878925,0.13617489263550006,0.29185794947725957,196.0
7Networks_RH_DorsAttn_FEF_1,-0.639608999975996,-0.04593933335436999,0.5231892541654588,0.6622648786904541,197.0
7Networks_RH_SalVentAttn_TempOccPar_1,-4.100380036019218,-0.2827362913088197,6.0860576840280996e-05,0.0009612241472423838,197.0
7Networks_RH_SalVentAttn_TempOccPar_2,-2.422437076738854,-0.17111231769346133,0.016340687044179097,0.059222944133661914,198.0
7Networks_RH_SalVentAttn_FrOperIns_1,1.7882295646033581,0.12752806379438725,0.07531584181511494,0.18828960453778734,197.0
7Networks_RH_SalVentAttn_Med_1,0.18000986468065336,0.012878087485250087,0.8573336849130402,0.9024565104347791,198.0
7Networks_RH_SalVentAttn_Med_2,0.1447975280765619,0.010409412357119662,0.8850226171976824,0.9030843032629412,197.0
7Networks_RH_Limbic_OFC_1,-2.9864586040771908,-0.20991159916662125,0.003190154090373312,0.02126769393582208,197.0
7Networks_RH_Limbic_TempPole_1,-1.9641887218288079,-0.13944930245098003,0.0509439306725878,0.1439171935465692,198.0
7Networks_RH_Cont_Par_1,-5.15882341714292,-0.3471057118010428,6.140267248239689e-07,5.4160925404357625e-05,198.0
