,younger,older,all
7Networks_LH_SalVentAttn_Med_2,0.6483051476025681,0.7150312813971689,0.7132822067957699
7Networks_LH_SalVentAttn_Med_3,0.7022193967270971,0.6676674540140927,0.6974748844580725
7Networks_LH_Limbic_OFC_1,0.2880065535123702,0.6112075378130476,0.3782477810199421
7Networks_LH_Limbic_TempPole_1,0.5744003433045359,0.7158765634535186,0.6166029143218241
7Networks_LH_Limbic_TempPole_2,0.29683454001863857,0.5876697247706467,0.5433361619485416
7Networks_LH_Cont_Par_1,0.47049767005865956,0.5426235771412795,0.5181448577021542
7Networks_LH_Cont_PFCl_1,0.2850196799185963,0.5160448995756303,0.4537084466931112
7Networks_LH_Cont_pCun_1,0.5721152039345768,0.5519650738089811,0.6106561597253387
7Networks_LH_Cont_Cing_1,0.6778093198658045,0.8072273865540998,0.7218764513136134
7Networks_LH_Default_Temp_1,0.6072772782534009,0.7162246764398216,0.7672592470811375
7Networks_LH_Default_Temp_2,0.6152231988044858,0.5802534230239612,0.6290391620140952
7Networks_LH_Default_Par_1,0.4502351482755189,0.5803468068248446,0.5878494586823059
7Networks_LH_Default_Par_2,0.6274415138490386,0.5723294578045505,0.6145430088425663
7Networks_LH_Default_PFC_1,0.507792992410573,0.5525725704907574,0.5798565066692652
7Networks_LH_Default_PFC_2,0.26581555376214083,0.6420060152853839,0.5107396309244315
7Networks_LH_Default_PFC_3,0.2520495992763265,0.3714542481016052,0.34940373070888914
7Networks_LH_Default_PFC_4,0.2712949710311486,0.3514963433487457,0.3961054436064022
7Networks_LH_Default_PFC_5,0.4447873436664754,0.4071474362541649,0.47939894511070397
7Networks_LH_Default_PFC_6,0.04458440527743511,0.3336059958896548,0.22174637991147278
7Networks_LH_Default_PFC_7,0.3455152419221907,0.190664001163492,0.283077150980006
7Networks_LH_Default_pCunPCC_1,0.6641142541767089,0.6079351161997343,0.6176125301696797
7Networks_LH_Default_pCunPCC_2,0.6882759270010775,0.672404617802886,0.6909925105354014
7Networks_RH_Vis_1,0.5335622283393294,0.5737443034831048,0.5495953642296645
7Networks_RH_Vis_2,0.6148552692205231,0.5586692693421421,0.5886958730636325
7Networks_RH_Vis_3,0.4658179096108119,0.398518679280078,0.4616181283722995
7Networks_RH_Vis_4,0.6633107713685723,0.6033995297522593,0.6730133953188536
7Networks_RH_Vis_5,0.5038188290557089,0.7747563621187176,0.6836395059682412
