,t,r,p,p_fdr
7Networks_RH_Cont_PFCl_3,-0.4075253975445411,-0.014640092767588143,0.6837396913172966,0.890838284484064
7Networks_RH_Cont_PFCl_4,1.520347501440119,0.05469096582177535,0.1288519619951495,0.6135807714054738
7Networks_RH_Cont_Cing_1,1.175794510268339,0.042100771295252505,0.24005209739674088,0.7282934367392861
7Networks_RH_Cont_PFCmp_1,-0.5715292791956115,-0.02052928377598555,0.5678144647726197,0.890838284484064
7Networks_RH_Cont_pCun_1,2.6492214551260704,0.09457773898558812,0.008238929946251231,0.14609749754858203
7Networks_RH_Default_Par_1,2.425583826564511,0.08711031674110918,0.015522926066348506,0.2217560866621215
7Networks_RH_Default_Temp_1,1.7374988311844999,0.06241894433869809,0.08271689597070188,0.5514459731380126
7Networks_RH_Default_Temp_2,0.1546791848277675,0.005564341891394683,0.877116532134125,0.9331026937597074
7Networks_RH_Default_Temp_3,1.275094737373528,0.04587667661681954,0.20267643289950604,0.7167524033328663
7Networks_RH_Default_PFCv_1,1.8426807049486955,0.06611265766856655,0.06577493644767149,0.5481244703972624
7Networks_RH_Default_PFCv_2,1.5349968225920103,0.055200800270250414,0.12521435094348082,0.6135807714054738
7Networks_RH_Default_PFCdPFCm_1,0.2742908185141044,0.009853744611831732,0.7839376903459763,0.890838284484064
7Networks_RH_Default_PFCdPFCm_2,1.7495667332028597,0.06283046292788178,0.0806076174474286,0.5514459731380126
7Networks_RH_Default_PFCdPFCm_3,1.9908572411978636,0.0714032034671558,0.04686343512935219,0.4686343512935219
7Networks_RH_Default_pCunPCC_1,2.933361110858712,0.10467999095022042,0.0034561939686664767,0.14609749754858203
7Networks_RH_Default_pCunPCC_2,2.8292484464692547,0.10102873908788089,0.0047915405370432635,0.14609749754858203
