,t,r,p,p_fdr,N
7Networks_LH_Vis_1,0.1815228751316882,0.01305160806733834,0.8561486683976527,0.9474055692101836,197.0
7Networks_LH_Vis_2,0.8398205002080429,0.060340759863250354,0.4020535555648753,0.5662726134716554,197.0
7Networks_LH_Vis_3,-3.128917566024836,-0.21889483918223201,0.002026582888031151,0.025332286100389387,198.0
7Networks_LH_Vis_4,-3.0179002134371924,-0.21169588784500856,0.002888779138189659,0.0320975459798851,198.0
7Networks_LH_Vis_5,-2.1250201861563416,-0.1516214061159538,0.03487038657129322,0.11800837380616934,196.0
7Networks_LH_Vis_6,-0.6383553910533287,-0.04572988937701776,0.5239990995644724,0.6805183111226915,198.0
7Networks_LH_Vis_7,0.7195194596085477,0.05167627694905703,0.47269580320031046,0.6475284975346719,197.0
7Networks_LH_Vis_8,0.11936240808414077,0.008554279627824391,0.9051123945558335,0.9474055692101836,198.0
7Networks_LH_Vis_9,-2.6526777809449946,-0.18680351224857203,0.008650351208426967,0.04760648006955616,198.0
7Networks_LH_SomMot_1,3.613359813360334,0.2520972252893069,0.0003864433276827423,0.009661083192068558,196.0
7Networks_LH_SomMot_2,0.5917958568641725,0.042505601646882246,0.5546834788901912,0.7111326652438349,197.0
7Networks_LH_SomMot_3,-1.288245397393704,-0.09245554100692954,0.19921897067540034,0.34429094113167175,196.0
7Networks_LH_SomMot_4,-2.7711234481347096,-0.1958436067530075,0.006138617644570739,0.0389715601230727,196.0
7Networks_LH_SomMot_5,-2.470705363165552,-0.17398360944935698,0.01434743435855434,0.05978097649397642,199.0
7Networks_LH_SomMot_6,-2.7651792425492383,-0.19344820741465293,0.006235449619691632,0.0389715601230727,200.0
7Networks_LH_DorsAttn_Post_1,1.4582278937035265,0.10429795212984967,0.14641156899739816,0.30502410207791286,197.0
7Networks_LH_DorsAttn_Post_2,-0.645613139706235,-0.04702917830484386,0.5193255778664427,0.6805183111226915,191.0
7Networks_LH_DorsAttn_Post_3,1.5298026455623261,0.10987582105197681,0.12772876674741657,0.27176333350514165,195.0
7Networks_LH_DorsAttn_Post_4,-1.1545719255814122,-0.08281030316420562,0.24970076118002982,0.4048135911227254,197.0
7Networks_LH_DorsAttn_Post_5,-2.629985063447926,-0.18474534547588645,0.009224025946001115,0.04760648006955616,199.0
7Networks_LH_DorsAttn_Post_6,-2.4262522881924418,-0.17176955913417352,0.01617988692210244,0.06471954768840976,197.0
7Networks_LH_DorsAttn_PrCv_1,-0.8581054729785964,-0.061249092672428354,0.3918931383045131,0.5662726134716554,199.0
7Networks_LH_DorsAttn_FEF_1,-1.1513831347998513,-0.08183554447323939,0.25098442649608976,0.4048135911227254,200.0
7Networks_LH_SalVentAttn_ParOper_1,0.24390590833433118,0.01752784335608344,0.8075641181358153,0.9390280443439712,197.0
7Networks_LH_SalVentAttn_FrOperIns_1,-0.5544633269969456,-0.03960559080138006,0.5799004218482553,0.7340511668965256,199.0
7Networks_LH_SalVentAttn_FrOperIns_2,1.427033082531815,0.10151919166541241,0.15517785914218657,0.31668950845344196,199.0
7Networks_LH_SalVentAttn_PFCl_1,-0.00013854386267633505,-1.004273069548354e-05,0.9998896041135754,0.9998896041135754,194.0
7Networks_LH_SalVentAttn_Med_1,-2.4824226650582086,-0.17565835640937327,0.013907394144082277,0.05978097649397642,197.0
7Networks_LH_SalVentAttn_Med_2,0.5332863521051233,0.03822383812395528,0.5944489456401334,0.7430611820501667,198.0
7Networks_LH_SalVentAttn_Med_3,-2.0822231457809086,-0.14726328780727532,0.038633786924271586,0.1246251191105535,199.0
7Networks_LH_Limbic_OFC_1,-4.294012617516693,-0.293506713944536,2.770459630813941e-05,0.0013852298154069704,199.0
7Networks_LH_Limbic_TempPole_1,-1.068002576442987,-0.07634831151269954,0.2868533813255671,0.4346263353417683,198.0
7Networks_LH_Limbic_TempPole_2,0.11380823825655663,0.008200315676804898,0.9095093464417762,0.9474055692101836,196.0
7Networks_LH_Cont_Par_1,-0.18314147520046328,-0.013165579660091496,0.8548802630949779,0.9474055692101836,197.0
7Networks_LH_Cont_PFCl_1,-0.3984760372509426,-0.02882490571258101,0.6907267477782413,0.8322009009376401,195.0
7Networks_LH_Cont_pCun_1,-3.3316822591546207,-0.2311187282728642,0.0010326115736865146,0.01849182898166721,200.0
7Networks_LH_Cont_Cing_1,-1.619262206117369,-0.1161182503053297,0.1070495273009077,0.26468729103515715,195.0
7Networks_LH_Default_Temp_1,-0.1499078954768157,-0.010715855850273844,0.8809930182397995,0.9474055692101836,199.0
7Networks_LH_Default_Temp_2,2.3081854486845605,0.16240928179165193,0.02203767357118529,0.07870597703994746,200.0
7Networks_LH_Default_Par_1,1.0717545596643727,0.07657417547631998,0.28516864051124374,0.4346263353417683,198.0
7Networks_LH_Default_Par_2,1.0361632811136439,0.07456106901157836,0.3014429105069623,0.4499147918014363,195.0
7Networks_LH_Default_PFC_1,-3.778250329674302,-0.2613653610869265,0.00021032762627946704,0.007010920875982235,198.0
7Networks_LH_Default_PFC_2,-0.16441072371477367,-0.011798484535335151,0.869579881451879,0.9474055692101836,198.0
7Networks_LH_Default_PFC_3,-2.8421810390922446,-0.1986236587698754,0.004957283007674948,0.0367829028108205,200.0
7Networks_LH_Default_PFC_4,-1.725300174057863,-0.12244628917837327,0.08606582883851545,0.22068161240644987,199.0
7Networks_LH_Default_PFC_5,-0.15011192434555198,-0.01076350645282426,0.8808330721599875,0.9474055692101836,198.0
7Networks_LH_Default_PFC_6,-0.03617163838423748,-0.0026060604860341802,0.9711832761477437,0.9910033430079017,196.0
