,younger,older,all
7Networks_RH_Cont_PFCl_3,0.6956700735304068,0.7156409071370531,0.7466688720558521
7Networks_RH_Cont_PFCl_4,0.6970671570708658,0.5056757877339162,0.689911676817562
7Networks_RH_Cont_Cing_1,0.6257229418141784,0.6785530975057237,0.6374815363288944
7Networks_RH_Cont_PFCmp_1,0.7704318300383672,0.8481314666776628,0.8151078875262024
7Networks_RH_Cont_pCun_1,0.7959707039067184,0.6244071447444615,0.7405106132448014
7Networks_RH_Default_Par_1,0.630781319311905,0.7569441577000622,0.7148685865698711
7Networks_RH_Default_Temp_1,0.49101176470587504,0.6375695843403559,0.6260563498032821
7Networks_RH_Default_Temp_2,0.5602131779162305,0.852806694987646,0.742064517684456
7Networks_RH_Default_Temp_3,0.6129031862484898,0.6943595858167224,0.601811048638165
7Networks_RH_Default_PFCv_1,0.6625056129686524,0.3043240386184867,0.5657990918152336
7Networks_RH_Default_PFCv_2,0.832108265560197,0.795561479917111,0.7806725306501943
7Networks_RH_Default_PFCdPFCm_1,0.7416660718932556,0.6928177952324912,0.7275429637572464
7Networks_RH_Default_PFCdPFCm_2,0.5765630447451652,0.5044602489887571,0.6766081495902584
7Networks_RH_Default_PFCdPFCm_3,0.5835846711327146,0.41390289201380204,0.5581476854142446
7Networks_RH_Default_pCunPCC_1,0.6484083860441661,0.7254123985013625,0.6710499500087125
7Networks_RH_Default_pCunPCC_2,0.627819467745203,0.7991620300387209,0.7915903126414668
