,t,r,p,p_fdr,N
7Networks_LH_Vis_1,1.5810174905127568,0.11277709280039198,0.1155114577645674,0.21002083229921342,198.0
7Networks_LH_Vis_2,3.5360309393398515,0.2443891530123198,0.000507439280861382,0.0039033790835490923,200.0
7Networks_LH_Vis_3,3.5640948690240046,0.2462105779569176,0.00045911252733071785,0.0038259377277559824,200.0
7Networks_LH_Vis_4,2.283447446785899,0.1609797780068834,0.0234875874034703,0.04893247375722979,199.0
7Networks_LH_Vis_5,2.4853064409206445,0.17444946909129574,0.013785488476860343,0.034463721192150854,200.0
7Networks_LH_Vis_6,2.4500831960425278,0.17205141961566234,0.015164441515623782,0.035266143059590194,200.0
7Networks_LH_Vis_7,3.8488022482834925,0.26453778385137605,0.00016080631221730097,0.0024976110828347662,200.0
7Networks_LH_Vis_8,3.5990899080563308,0.2484781651625777,0.00040490512779803246,0.003813422768790603,200.0
7Networks_LH_Vis_9,3.1795314333637967,0.22102882657644066,0.0017159935052828018,0.006863974021131207,200.0
7Networks_LH_SomMot_1,2.8755886081301045,0.20118817704695033,0.004483396784028001,0.014944655946760005,199.0
7Networks_LH_SomMot_2,3.826698709842413,0.2631249558720657,0.00017483277579843364,0.0024976110828347662,200.0
7Networks_LH_SomMot_3,3.3188207380701398,0.23020429628989042,0.001078665955572206,0.00539332977786103,200.0
7Networks_LH_SomMot_4,3.242324420198332,0.2257313231044263,0.001395687092549332,0.005815362885622216,199.0
7Networks_LH_SomMot_5,1.830933617371508,0.13126798634952463,0.06868506687485715,0.12959446580161726,194.0
7Networks_LH_SomMot_6,2.830581834032065,0.1998200686991879,0.005143585510540474,0.01659221132432411,196.0
7Networks_LH_DorsAttn_Post_1,3.4046410128183826,0.2378169838665092,0.0008073854398407766,0.005382569598938511,196.0
7Networks_LH_DorsAttn_Post_2,2.9058755751806276,0.20283040120246382,0.004085758537702653,0.014088822543802254,200.0
7Networks_LH_DorsAttn_Post_3,3.926147451151488,0.27041263483450817,0.0001200520524787101,0.0024010410495742015,198.0
